t,p_x,p_y,p_z,q_w,q_x,q_y,q_z,v_x,v_y,v_z,w_x,w_y,w_z,a_lin_x,a_lin_y,a_lin_z,a_rot_x,a_rot_y,a_rot_z,u_1,u_2,u_3,u_4,jerk_x,jerk_y,jerk_z,snap_x,snap_y,snap_z
5.22,4.1617,5.1177,3.8471,0.21909,-0.094894,0.37483,0.89582,4.6113,5.1022,0.34148,0.32455,-0.2395,-0.016708,-0.063288,-5.0787,-0.10193,0,0,0,6.8346,6.8322,6.8878,6.8291,0.69677,-3.8239,-2.1026,-0.54333,8.016,2.1128
5.23,4.2078,5.1685,3.8505,0.22125,-0.094703,0.37208,0.89646,4.6107,5.0512,0.34035,0.32042,-0.23274,-0.016581,-0.056348,-5.1166,-0.12284,0,0,0,6.8338,6.8308,6.8879,6.8288,0.6912,-3.7436,-2.0809,-0.57012,8.0349,2.2269
5.24,4.2539,5.2187,3.8539,0.22339,-0.094477,0.3693,0.8971,4.6102,4.9999,0.33902,0.31618,-0.22598,-0.016448,-0.049465,-5.1536,-0.14354,0,0,0,6.833,6.8294,6.888,6.8285,0.68536,-3.6632,-2.058,-0.59715,8.0521,2.3382
5.25,4.3,5.2685,3.8573,0.22549,-0.094218,0.36648,0.89776,4.6097,4.9482,0.33748,0.31184,-0.21923,-0.01631,-0.042641,-5.1898,-0.164,0,0,0,6.8321,6.828,6.8882,6.8282,0.67926,-3.5826,-2.0341,-0.62448,8.0675,2.4466
5.26,4.3461,5.3177,3.8607,0.22757,-0.093926,0.36362,0.89843,4.6093,4.8961,0.33574,0.30739,-0.2125,-0.016166,-0.035881,-5.2253,-0.18422,0,0,0,6.8313,6.8266,6.8883,6.828,0.67287,-3.5018,-2.0091,-0.65215,8.0811,2.5518
5.27,4.3922,5.3664,3.864,0.22961,-0.0936,0.36072,0.89911,4.609,4.8437,0.3338,0.30284,-0.20579,-0.016017,-0.029185,-5.2599,-0.20418,0,0,0,6.8304,6.8251,6.8885,6.8278,0.66621,-3.421,-1.9831,-0.68023,8.0929,2.6539
5.28,4.4383,5.4146,3.8673,0.23162,-0.09324,0.35778,0.89981,4.6087,4.7909,0.33166,0.29817,-0.19909,-0.015863,-0.022557,-5.2937,-0.22388,0,0,0,6.8295,6.8236,6.8886,6.8276,0.65927,-3.34,-1.9561,-0.70871,8.103,2.7528
5.29,4.4843,5.4622,3.8707,0.2336,-0.092848,0.3548,0.90052,4.6085,4.7378,0.32932,0.29341,-0.19243,-0.015702,-0.016001,-5.3267,-0.2433,0,0,0,6.8286,6.822,6.8888,6.8274,0.65204,-3.2589,-1.928,-0.7376,8.1114,2.8486
5.3,4.5304,5.5093,3.8739,0.23554,-0.092422,0.35178,0.90124,4.6084,4.6844,0.32679,0.28853,-0.1858,-0.015535,-0.0095175,-5.3589,-0.26243,0,0,0,6.8277,6.8205,6.8889,6.8272,0.64451,-3.1778,-1.8991,-0.76688,8.1179,2.9414
5.31,4.5765,5.5559,3.8772,0.23746,-0.091963,0.34872,0.90197,4.6083,4.6306,0.32408,0.28355,-0.1792,-0.015362,-0.0031112,-5.3902,-0.28128,0,0,0,6.8267,6.8188,6.8891,6.8271,0.6367,-3.0965,-1.8692,-0.79653,8.1227,3.0313
5.32,4.6226,5.6019,3.8804,0.23934,-0.091471,0.34562,0.90272,4.6083,4.5766,0.32117,0.27846,-0.17265,-0.015182,0.0032154,-5.4208,-0.29982,0,0,0,6.8257,6.8172,6.8892,6.827,0.62858,-3.0153,-1.8385,-0.82656,8.1257,3.1184
5.33,4.6687,5.6474,3.8836,0.24118,-0.090947,0.34248,0.90347,4.6084,4.5222,0.31808,0.27327,-0.16614,-0.014995,0.0094594,-5.4505,-0.31804,0,0,0,6.8248,6.8155,6.8893,6.8269,0.62016,-2.934,-1.8069,-0.85695,8.1269,3.2029
5.34,4.7148,5.6924,3.8868,0.243,-0.09039,0.3393,0.90424,4.6085,4.4676,0.31481,0.26797,-0.15968,-0.014802,0.015618,-5.4795,-0.33595,0,0,0,6.8237,6.8138,6.8895,6.8269,0.61144,-2.8528,-1.7744,-0.88769,8.1263,3.2848
5.35,4.7609,5.7368,3.8899,0.24477,-0.089801,0.33608,0.90503,4.6087,4.4126,0.31136,0.26257,-0.15329,-0.014601,0.021687,-5.5076,-0.35353,0,0,0,6.8227,6.8121,6.8896,6.8269,0.60241,-2.7715,-1.7412,-0.91877,8.1239,3.3642
5.36,4.8069,5.7806,3.893,0.24652,-0.08918,0.33282,0.90582,4.609,4.3574,0.30774,0.25706,-0.14695,-0.014393,0.027665,-5.5349,-0.37077,0,0,0,6.8216,6.8103,6.8897,6.8268,0.59307,-2.6903,-1.7072,-0.95017,8.1197,3.4413
5.37,4.853,5.8239,3.8961,0.24822,-0.088528,0.32952,0.90662,4.6093,4.3019,0.30395,0.25144,-0.14068,-0.014178,0.033547,-5.5614,-0.38767,0,0,0,6.8206,6.8085,6.8899,6.8268,0.58341,-2.6091,-1.6724,-0.9819,8.1137,3.516
5.38,4.8991,5.8667,3.8991,0.2499,-0.087844,0.32618,0.90744,4.6096,4.2462,0.29999,0.24573,-0.13448,-0.013955,0.039332,-5.5871,-0.40422,0,0,0,6.8195,6.8066,6.89,6.8269,0.57343,-2.528,-1.6368,-1.0139,8.1059,3.5887
5.39,4.9452,5.9089,3.9021,0.25153,-0.087129,0.3228,0.90826,4.6101,4.1902,0.29586,0.2399,-0.12835,-0.013724,0.045015,-5.612,-0.4204,0,0,0,6.8183,6.8048,6.8901,6.8269,0.56313,-2.447,-1.6006,-1.0463,8.0963,3.6593
